sum_count,carry_count,gate
16,9,+00-+--+0
16,9,+00+++--0
16,9,0-+0+-+-0
16,10,0---+--+-
16,10,00--+00-0
16,10,0---++++-
16,10,0+00--+00
16,10,+0+0-++00
16,10,0+++--0+0
16,10,+00+-+-00
16,10,00+-+-00-
16,10,++0+-++--
16,10,+-++-+++0
16,10,0+0+-++-0
16,10,++-0-00+0
16,10,+0+0-0-00
16,10,0-+0+0-0-
16,10,+0+-+-00-
16,10,0+0++++-0
16,10,00--+0+0-
16,10,+-+--00-0
16,10,0-+0+0--0
16,10,+000-++0-
16,11,+--0-00+-
16,11,++-0++0-0
16,11,0-0++-++0
16,11,++--+0+-0
16,11,+00++++0-
16,11,0000+++--
16,11,+-00-0-0-
16,11,0--++0---
16,11,0-+++-00-
16,11,0+00---00
16,11,++++--0+-
16,11,+-+++-0+-
16,11,00-+-+-0-
16,11,+--0--0+0
16,12,0-+-+0++-
16,12,0-++-00-0
16,12,000-+0--0
16,12,+-+0+-0+0
16,12,00++-0+-0
16,12,0-00+0-0-
16,12,00--+0--0
16,12,+0-0+-++0
16,12,0-++++-+-
16,12,0-+-++0--
16,12,++00-+++-
16,12,0+-0+--00
16,12,0-0+-+00-
16,12,+00-+++-0
16,12,+-0-++---
16,12,+++-++0+-
16,12,0-0++-+-0
16,13,0---+++-0
16,13,0+++--0-0
16,13,+-+-+-++0
16,13,0++++-+-0
16,13,0--+-+-+-
16,13,+----+0+-
16,13,0+-+---+-
16,13,00--+-0+-
16,13,+00+-+++-
16,13,+-+++-+-0
16,13,+0+--00+0
16,13,0+---+0+-
16,13,0-++-+-+-
16,13,00+++---0
16,13,+0+-+-+00
16,13,0--+++00-
16,13,0+-+-00+0
16,13,000+-00+0
16,13,00-0++--0
16,13,00-+++0+-
16,14,0-00++--0
16,14,0+0-+----
16,14,0--0++-+-
16,14,+----00-0
16,14,00+-++0-0
16,14,0-0+++-0-
16,14,+-0-+0++-
16,14,++0--++0-
16,14,+-0+++++-
16,14,0++-+++--
16,14,+-0-+-+-0
16,14,0+----++-
16,14,+0++-+0+-
16,14,0++---++-
16,14,++----+00
16,14,++++-+0-0
16,14,00-++++--
16,14,+++--+++0
16,15,0+---0++-
16,15,0-+0+00+-
16,15,+++0+-0--
16,15,0+--+---0
16,15,0+---0+00
16,15,0++--+-00
16,15,+-0+++00-
16,15,+++0+-++0
16,15,0+-+-+++-
16,15,+----+00-
16,15,0-00++00-
16,15,++-0--+-0
16,15,0-0+-+++-
16,15,0++----0-
16,15,+-0++---0
16,15,+-00+-+--
16,15,0++0+0+-0
16,15,00+++-0+-
16,15,0+-+-++--
16,15,+0++-00+-
16,15,+-+0+-+00
16,15,+--0-++00
16,15,00-+-0-+-
16,15,++---00-0
16,15,++-0--000
16,15,++00++++-
16,15,0+00+-+--
16,15,+000+++--
16,15,0+0---+00
16,15,0++++-+0-
16,15,+0+---++0
16,15,000++++-0
16,16,+--0-+0-0
16,16,0-+0+0++-
16,16,+++0+0+-0
16,16,0+00---+-
16,16,0++0-+00-
16,16,00++--+0-
16,16,++-+-00-0
16,16,0-+++++0-
16,16,+--0-+--0
16,16,+0---+++0
16,16,+-++-0-+0
16,16,0+---++00
16,16,+-+0--0+0
16,16,00+++-0+0
16,16,+-00+-0-0
16,16,+++---0+-
16,16,+-+0+-+-0
16,16,+0+----+0
16,16,++---0++0
16,16,00-+-0---
16,16,++0+--++0
16,16,00++-+-+-
16,16,0++-+0++-
16,16,+0--+00-0
16,16,000++0+--
16,16,+---++00-
16,16,+0--++0+-
16,16,0+00+-++0
16,16,+0+++-00-
16,16,0-+++0+--
16,16,0--++-00-
16,16,+0----0--
16,16,+-00--0+0
16,16,0--++0-0-
16,16,+++-+0+-0
16,16,0-00++---
16,16,0+0--+-00
16,16,++0+-0---
16,16,00-+-0--0
16,16,000+-+-+0
16,16,0--+++++-
16,16,+-0++0-+-
16,17,++0--0-+-
16,17,+-+-+-00-
16,17,++00++--0
16,17,0++--00--
16,17,+0+++00+-
16,17,+-0+-+0+0
16,17,0+-0-0-+-
16,17,0++0++0-0
16,17,0+-+-+0--
16,17,0++--0+00
16,17,0-+-++0+-
16,17,0-0+-+-00
16,17,+-+++00--
16,17,0+00-0+-0
16,17,0-0+---+0
16,17,0+-0---+0
16,17,++-0-+0--
16,17,+--+-0-00
16,17,+00--+-0-
16,17,++-+--0+-
16,17,00+++0--0
16,17,+---+00--
16,17,+++0--0-0
16,17,0+-0-+---
16,17,+00+-+-+-
16,17,++-++++-0
16,17,0--++-0--
16,17,+-00++---
16,17,+0-+++0--
16,17,0-00+-000
16,17,0+0+-0-0-
16,17,++++--+-0
16,18,00++-+-0-
16,18,++0-+-0-0
16,18,+---+-00-
16,18,+-++-0--0
16,18,00-++-0+0
16,18,0++0---+-
16,18,0++0+--+-
16,18,0+----0+0
16,18,+0+0-+0+-
16,18,0+0+-+-+-
16,18,00+++--0-
16,18,+-+0--0-0
16,18,++0--+-+-
16,18,0-0-++0--
16,18,+-++---00
16,18,++0+---+0
16,18,0-+++0++-
16,18,0+0--0-+0
16,18,+0+-+-0+0
16,18,+00--++00
16,18,+0------0
16,18,0+0-+++--
16,18,+0---0000
16,18,+-0-+0+-0
16,18,+0+-+-+-0
16,18,0+00+++-0
16,18,00+++0+-0
16,18,+-+0-+0+-
16,18,+0-+-00-0
16,18,0-0-+0++-
16,18,+-+-+-0-0
16,18,+00---+-0
16,18,00++-000-
16,18,+00---++0
16,18,0+0--+---
16,18,+-00-0++-
16,18,0++++++0-
16,19,0+0++-+0-
16,19,0-0+--++-
16,19,0++0-00+-
16,19,+00-+++0-
16,19,+0+++--+0
16,19,+0++-+0--
16,19,00-+---0-
16,19,0+0+-+---
16,19,++0--+0+0
16,19,0-0-+-0+-
16,19,++-+--00-
16,19,0+0++0+--
16,19,+0++-+0-0
16,19,+--++00--
16,19,+000+-+-0
16,19,+-++--0+0
16,19,+00++-+--
16,19,+-0---+0-
16,19,++++---00
16,19,++++---+0
16,19,000++-+-0
16,19,0-+0++--0
16,19,+-00+-0--
16,19,00++-+0-0
16,19,0++++0++-
16,19,+--+-0000
16,20,+-++-000-
16,20,+-00++--0
16,20,0-+-+00-0
16,20,++0--0-0-
16,20,+00++---0
16,20,+0+--+-+0
16,20,0+00--+0-
16,20,0-0+--0+-
16,20,00-+-0+-0
16,20,0-0++--+-
16,20,0+-0+-0-0
16,20,+++--00+0
16,20,0--0+0---
16,20,00--+---0
16,20,0-+0+0+-0
16,20,+000++++-
16,20,0-0+++0+-
16,20,0+0+--0+-
16,20,+0++--00-
16,20,++-0+-+-0
16,20,0-00++-0-
16,21,0-0+--+00
16,21,0++--0+--
16,21,0+0--+0--
16,21,00+0+0+--
16,21,+-+-++0+-
16,21,0+00--++0
16,21,+00+----0
16,21,0+++--000
16,21,+++0+-0+0
16,21,++0-+-0--
16,22,+00--+-+0
16,22,0+0++----
16,22,++00-+-+-
16,23,0++0+-+--
16,23,0+0+-++0-
16,26,+-+--+-00
16,27,0+0++-+--
16,28,0+0+-00-0
16,28,0+-+-0-0-
16,28,0-++--0--
16,29,0++++-0--
16,29,0++0+++--
17,4,++00+0-0-
17,4,++00+0+0-
17,4,+000--+0-
17,4,+0+0-00--
17,6,+00--++0-
17,6,+0+0-00+-
17,6,+000-0---
17,6,00-+-00+-
17,6,0-+-+0---
17,6,++--+000-
17,6,+0+-+000-
17,6,+00+--0+-
17,6,+0-0--00-
17,6,0+00-0++-
17,6,0--+-000-
17,6,+-00+0---
17,6,+-00+00--
17,6,+++0+000-
17,6,00-++00--
17,6,+000--++-
17,6,+00++0+0-
17,7,0--+-0000
17,7,0--+-++-0
17,7,0-0+-0++-
17,7,+0+++-++0
17,7,0++0-0-00
17,7,+0-0--000
17,7,0--+---0-
17,7,0++0+---0
17,7,+000-+--0
17,7,+000----0
17,7,0+0+-0-+-
17,7,0++++00+-
17,7,00-++--+0
17,7,0++--0-00
17,7,0--+-0+00
17,7,+0-0--0-0
17,7,0-00+--0-
17,7,0+0--0+0-
17,7,00+-+0+--
17,7,+0-0--+00
17,7,+000+-++0
17,7,+0---00-0
17,7,0-+++0+0-
17,7,+0-0---00
17,7,00-+-0++-
17,7,0--0+-00-
17,7,00-++000-
17,8,+--0+000-
17,8,+-+0++00-
17,8,+0+-+++-0
17,8,00-0+0+-0
17,8,++-0--+00
17,8,+0+0--00-
17,8,0-0+-0+--
17,8,000++0+0-
17,8,+-0++-00-
17,8,0+---0-0-
17,8,+0+--00-0
17,8,0+--+-+0-
17,8,0+-++0-0-
17,8,0--+-+00-
17,8,0---+-00-
17,8,++00-+0--
17,8,+0++-+--0
17,8,0-+0+++-0
17,8,+0-0+-0+0
17,8,0+00+0-0-
17,8,+000-+++0
17,8,+0+0+++-0
17,8,+0-+--0+0
17,8,+000-+-+0
17,8,+0-----00
17,8,+--0-+00-
17,9,0+00-+00-
17,9,+00--0++0
17,9,0+0---+0-
17,9,0000++--0
17,9,+000+-000
17,9,+0-0++00-
17,9,+00-+00+-
17,9,0000+--0-
17,9,+0+++0--0
17,9,00+-+-+-0
17,9,+00-+00-0
17,9,+--0++0-0
17,9,+++0---00
17,9,+00--00+-
17,9,0+0+-0+0-
17,9,000-+0-+-
17,9,+00+-0++0
17,9,00-0+00--
17,9,+++0-+000
17,9,0+++-+-00
17,9,000+-00+-
17,10,0++0-0-+0
17,10,+000-0+00
17,10,0-+++0---
17,10,+-00+0+--
17,10,+0++-0000
17,10,+-+---++0
17,10,0-+-+-00-
17,10,00-0+000-
17,10,0-+-+--0-
17,10,+0-0+0--0
17,10,+0--+0--0
17,10,+--0++00-
17,10,+0-0-+0+0
17,10,0-0+----0
17,10,0++++-0+0
17,10,00-++-++0
17,10,+-+--++-0
17,10,+0+0--+00
17,10,++-0-+++0
17,10,0-+0+-++0
17,11,0-+-++--0
17,11,0+--+--00
17,11,+-0-+----
17,11,+-++----0
17,11,0+-0-0---
17,11,++0++++0-
17,11,+0----00-
17,11,+-+-+++-0
17,11,00--+++--
17,11,++00+++-0
17,11,+-0+-0-00
17,11,0+00+-+00
17,11,+-0++--+-
17,11,+0----+00
17,11,0-0++0++-
17,11,+-0+---00
17,11,0-++----0
17,11,+0---000-
17,11,+-+---+-0
17,12,0+-++--+-
17,12,0---+--+0
17,12,+----++-0
17,12,+00+++0-0
17,12,0+--++0-0
17,12,0++0-+000
17,12,+-++-+0+-
17,12,0+0--++-0
17,12,+0+0++--0
17,12,++0--+++0
17,12,+0++++0--
17,12,++---+00-
17,12,0++--0-0-
17,12,0+0-+-+00
17,12,00++-0000
17,12,0++--+0+0
17,12,0-+-+-++0
17,13,+00-+-0--
17,13,+-0-+-++0
17,13,+--+-++-0
17,13,+-0-+--+-
17,13,+-0--0+00
17,13,0+-+++-+-
17,13,0+-+--0+0
17,13,00-++--00
17,13,++0+++-+-
17,13,0++0+++0-
17,13,00-++-0-0
17,13,+-+-+--+0
17,13,0-+-+--+0
17,13,+-+-+-+-0
17,13,0+--+-++-
17,13,+0+++-0+-
17,13,0+-+-+-+-
17,13,+-+--++00
17,13,++--+-0--
17,14,00-0+++0-
17,14,0++0-0+00
17,14,+--+-+++0
17,14,+++0+-000
17,14,+++0+---0
17,14,0+-+--++0
17,14,000++0+-0
17,14,0+-0+00-0
17,14,+-+++--+0
17,14,++---+++0
17,14,0++-+0---
17,14,++-+-+00-
17,14,++0-+-0+-
17,14,0---++0--
17,14,0+00+-+0-
17,14,++++----0
17,14,0---+++--
17,14,++00++---
17,14,+-0---+00
17,14,0-++++---
17,14,00++++0-0
17,14,+-+0-0+-0
17,14,0+-----0-
17,14,+0+0-++-0
17,14,++0-+0-+-
17,14,0+0--0+-0
17,14,0+0--0---
17,14,+00---++-
17,15,0+0++--+0
17,15,0-0-+-+-0
17,15,+--0+-+-0
17,15,++0--0+--
17,15,+0+++-+-0
17,15,00-+-+0--
17,15,++0+-+++0
17,15,0--++-+0-
17,15,00+0+-0+-
17,15,0-+-+-0-0
17,15,+-+++---0
17,15,+000+0++-
17,15,++00+++--
17,15,+++-+-+00
17,15,0000+++-0
17,15,+00+-0---
17,15,0+-0--++0
17,15,000-+-++0
17,15,0++++00-0
17,15,++-+++0+-
17,15,0+--+++0-
17,15,+0+0+-0+-
17,15,0---+-0--
17,15,+0-+-0000
17,15,+-+-+-0+0
17,15,++--+++-0
17,15,0+---++0-
17,15,+---+--+0
17,15,+00+---0-
17,15,0-+++-++0
17,15,+++0-+++0
17,15,+0-+--000
17,15,0+-0+0-+-
17,15,++00+--00
17,15,+--++-0-0
17,15,0+0-+0++-
17,15,+-++--0--
17,15,0+--+0--0
17,16,0+-0-0++0
17,16,++0+--+0-
17,16,+-+0-+0--
17,16,+++0+-00-
17,16,0--+--00-
17,16,0000+0+-0
17,16,++-0-00--
17,16,0+-0+0--0
17,16,++++--0-0
17,16,+0-+--0-0
17,16,00+0+++--
17,16,0+0----00
17,16,0+00--++-
17,16,+-00---0-
17,16,00++--00-
17,16,+000+-+--
17,16,+-00++-0-
17,16,++-+-+000
17,16,00-++0---
17,16,0++0-+++0
17,16,0---+0--0
17,16,00+0+++0-
17,16,0-+++00+-
17,16,++-0---+0
17,16,0-++-+++0
17,16,++0-+00-0
17,16,++-+-000-
17,16,000-+000-
17,16,00+++0++-
17,16,+00--0+00
17,16,+--+-+-+0
17,16,0-0-+00+-
17,16,+-+0-+++0
17,16,0+-0-++--
17,16,+0---+0-0
17,16,++0-+-+0-
17,16,++-+-00+-
17,16,+++++00+-
17,16,0+----00-
17,17,0-0++-0--
17,17,0++-+-0+0
17,17,0+-+--0-0
17,17,0+---+0-0
17,17,+-+0--0+-
17,17,0+0-++-0-
17,17,+--++0--0
17,17,0+++-+0--
17,17,++0-+---0
17,17,0+++-0++-
17,17,0+---0+--
17,17,+00-+0--0
17,17,0++-+0-+-
17,17,000++--00
17,17,+00+-0--0
17,17,0+-++----
17,17,0-0+--00-
17,17,0+----000
17,17,0-++---+-
17,17,0+++-0++0
17,17,0-0-+--+0
17,17,+-+-+-+00
17,17,+-+--00+-
17,17,00-0++00-
17,17,+0--+++-0
17,17,0---+++0-
17,17,+++0-0+-0
17,17,+00--0-+0
17,17,+0+---0-0
17,17,0+0-+0-+-
17,17,0+++--++0
17,17,+000+-++-
17,17,00--++++-
17,17,0+-+++-0-
17,17,+0--+-0--
17,17,0-0+--+0-
17,17,0++-+-+0-
17,17,0++-+-++-
17,17,0+-0-0000
17,17,++++-+0+0
17,18,0-0++00--
17,18,+0---++00
17,18,+-0-+0--0
17,18,0--0+-++0
17,18,0-0-+00--
17,18,+--0+00+-
17,18,0-0-++---
17,18,0--+-+000
17,18,+0+0+---0
17,18,00-+-++--
17,18,+00-++++-
17,18,+0-++-0+0
17,18,0+--+-+--
17,18,+-+++-+00
17,18,+-0++-000
17,18,+--0-0-+0
17,18,++00+-+--
17,18,+-+-+-000
17,18,0+0+-+--0
17,18,0+--+0++-
17,18,0++0-0+--
17,18,+00++-0-0
17,18,+--0----0
17,18,++-0---00
17,18,0+0--+++0
17,18,+-+0--000
17,18,0+-+--000
17,18,000++0-+-
17,18,00-0+--00
17,18,0000+0-+-
17,18,++--+-0-0
17,18,0--+-00+0
17,19,00++-+++0
17,19,0--++-0-0
17,19,++00+--0-
17,19,0-+0++0-0
17,19,++---+0--
17,19,++0---+--
17,19,+---+0--0
17,19,00++--++0
17,19,0++0+00--
17,19,++-0+--+0
17,19,++00---+0
17,19,+00+-0++-
17,19,0+0++-+00
17,19,+-+0-00+0
17,19,000++--+0
17,19,00++---0-
17,19,+0+-+-0--
17,19,+-00-+++-
17,19,++0+-+---
17,19,0-++-+0+0
17,19,+-0++-+--
17,19,+0+--+++0
17,19,0-0-+----
17,19,00-+--0+-
17,19,00++-++0-
17,19,++00-0+--
17,20,+00+--+-0
17,20,0-++--+0-
17,20,0+-0++00-
17,20,+00--+0-0
17,20,+0+--00--
17,20,0+-++-00-
17,20,++-0+0+-0
17,20,0---+--00
17,20,+00--0+-0
17,20,++00-+0+0
17,20,00+++-+0-
17,20,++0+-+--0
17,20,+-00-++0-
17,20,+-+0----0
17,20,++-0-00-0
17,20,0+0++0---
17,20,00-+-+0-0
17,20,00++-00+-
17,20,++++-+-00
17,20,00++-0--0
17,20,+0++-00--
17,20,000+--0+-
17,20,+00+---00
17,21,++-0+00-0
17,21,0+++-0-0-
17,21,0+-0-+00-
17,21,+0-0--0+-
17,21,0-++-0-+-
17,21,0+0+---0-
17,21,++0+--0+-
17,21,++-0++0+-
17,21,+---+--00
17,21,0++0-+++-
17,21,00-+-+-+-
17,21,0+-0--+00
17,21,+-0++00--
17,22,+0-++--+0
17,22,0+-0+-+-0
17,22,0+-++-0--
17,22,0-++-+0+-
17,23,++0+--+00
17,23,0+0--++--
17,23,++0+-0--0
17,23,000+---0-
17,24,000++-+--
17,24,00+++-++-
17,24,+0-0----0
17,25,++-+--000
17,25,++++-00-0
17,27,0+00+----
17,27,0-0+-00+0
17,29,000-++0-0
17,31,00-++-0--
17,33,0+0--+000
17,34,000-+-++-
18,4,+0-++000-
18,6,0++0+000-
18,6,+-0++0-0-
18,6,+000+0-0-
18,6,+0++-00-0
18,6,00+++-0-0
18,6,+000-0+--
18,6,+00-+--00
18,6,0+0--+-0-
18,6,+00+---+0
18,6,+--++000-
18,6,+0-0+000-
18,6,+0-0+-000
18,7,0++-+0+0-
18,7,+0+0-0--0
18,7,+0-0-+-00
18,7,00-0+-++0
18,7,+-+0+-0-0
18,7,0+0-+00+-
18,7,0+--+0+0-
18,7,+0-0---+0
18,7,0+-----00
18,7,00+++0+0-
18,8,00-0+-+--
18,8,0---+000-
18,8,00-0+0+0-
18,8,++-0+000-
18,8,0+-++-+00
18,8,00+0+--00
18,8,0--++--0-
18,8,++00-+--0
18,8,0+00++-0-
18,8,0+---+-0-
18,8,+00-+0++-
18,8,+0+0-+00-
18,8,+0-0-0+-0
18,8,++00-++00
18,8,0++0+0+0-
18,8,0-+-+000-
18,8,000-+00--
18,8,0+--+0---
18,8,+-+0+-++0
18,8,++-0+-0+0
18,9,+00--+0--
18,9,+0-+-0+00
18,9,0+00-000-
18,9,+0-0+-0-0
18,9,++-0-0000
18,9,0-+-+0--0
18,9,00-0+-+0-
18,9,0+-0-+--0
18,9,00+0+0---
18,9,0-0+-0+00
18,10,+0-0-++00
18,10,++---+-00
18,10,0+--+-0-0
18,10,++-0-+0+0
18,10,0+---+-00
18,10,0-00+--00
18,10,0+-0+-+0-
18,10,0-+0+000-
18,10,+0++-0++0
18,10,00+-+++-0
18,10,+0++-+-+0
18,10,++-0-00+-
18,10,0---+0+--
18,10,00-++++0-
18,10,++---++-0
18,11,+00++--+0
18,11,++--+00+-
18,11,0--+---+-
18,11,0+-++++--
18,11,0-00+0+--
18,11,++0-++++-
18,11,00++-++-0
18,11,+-++++0+-
18,11,0+--++-+-
18,11,0+-+---+0
18,11,+-+++-++0
18,11,+0-0+---0
18,11,0++++--+-
18,11,0--++++-0
18,11,0+-+-+--0
18,11,00-+-00-0
18,11,+-0----+-
18,12,0+0--0++0
18,12,00-0+00-0
18,12,0+---+00-
18,12,0+-+-0+00
18,12,0--0+++-0
18,12,+0+--+0-0
18,12,+-0+-+++-
18,12,0++0-++00
18,12,0+++-0+0-
18,12,0+-+++---
18,12,0+---++--
18,12,+--+-00--
18,12,0+++-0-00
18,12,+-0+++---
18,12,+++0-+--0
18,12,0+---+-+0
18,12,0+---0++0
18,13,0+-0+-+00
18,13,0+++-++00
18,13,+-0++----
18,13,+0-0++0+-
18,13,++0+-+-00
18,13,+++--+0--
18,13,00++-0-+-
18,13,+0+--0--0
18,13,00+++-00-
18,13,0+-+-+---
18,13,+00--++--
18,13,0--++0+-0
18,13,0+-+-+0+0
18,14,0+++-00-0
18,14,+-0--+---
18,14,++++-+-+0
18,14,+-0-+-+0-
18,14,0-+++-++-
18,14,0+-+-++0-
18,14,0+00-0-00
18,14,+000+----
18,14,++---+--0
18,14,+----00--
18,14,+--0--+00
18,14,0-+++-0+-
18,14,0-+-+-+00
18,14,0+-0-0+--
18,14,++0-++---
18,14,+---+0+-0
18,14,0-0+-++00
18,14,+++0--+-0
18,14,0-++-0++0
18,14,0-+0++---
18,14,+---+-0+0
18,14,+-+-++--0
18,15,0++0-0+-0
18,15,++-+--+-0
18,15,0++0+-00-
18,15,00+-+--00
18,15,++00-0-+-
18,15,+00----+0
18,15,++0--00+-
18,15,0++0---00
18,15,0-0-+-00-
18,15,+-+-++0--
18,15,0++0-+-+-
18,15,+00-++-0-
18,15,00+-+-0+0
18,15,0+-0---00
18,15,+-0-++0--
18,15,+-++-++00
18,15,+-++-00+-
18,15,++--+-000
18,15,0+0---00-
18,15,+0+0+-+00
18,15,+-+--00--
18,15,000++-+0-
18,15,++0-++-0-
18,15,0-++++00-
18,16,+0--+--00
18,16,00-++0+-0
18,16,0--++00+-
18,16,+0-+--0+-
18,16,0--++00--
18,16,++0-+0+-0
18,16,+0-0+-0--
18,16,0+++-0---
18,16,+-+0--+-0
18,16,++0+---0-
18,16,++---+-+0
18,16,+0-+---00
18,16,+-+0+-00-
18,16,0-0+--++0
18,16,+00--+++-
18,16,+-0-+++0-
18,16,++00-+0-0
18,16,0-0+-+-+-
18,16,++00+-0+-
18,16,0+++-+0+-
18,16,0+0+++-0-
18,16,0++0+-0+0
18,16,++00---0-
18,16,+-00-0-00
18,16,00--+++-0
18,16,+-0++-0--
18,16,0-0-+++-0
18,16,000-+-+0-
18,16,+00---0+-
18,17,++0-+-+00
18,17,++--+-+00
18,17,+-0++-+00
18,17,++0-+-+-0
18,17,+0--+-+00
18,17,+0---0+00
18,17,+0+0+0+-0
18,17,+0---+0--
18,17,00--+-0-0
18,17,+0----+-0
18,17,0--+---+0
18,17,+-+0-++-0
18,17,+---+00+-
18,17,0-+0+0-+-
18,17,0++0++-0-
18,17,+-++-+-00
18,17,+0---0+-0
18,17,00--+--0-
18,17,0++0+++-0
18,17,0-0-+--0-
18,17,++---+0-0
18,17,++-0-+0+-
18,17,0-+0+-++-
18,17,+-+0--++0
18,17,0+-0-+0+-
18,17,0--+-++00
18,17,0--+-0++0
18,17,0--0+++--
18,17,0+0+-0-+0
18,17,0++0-+0+0
18,17,++00-++--
18,17,0-00+++-0
18,18,0+---+0+0
18,18,+-0-+-+00
18,18,0++0--++-
18,18,+0+++---0
18,18,0-+++00--
18,18,0+0-+-0--
18,18,++0----+0
18,18,0++-+--00
18,18,+0---+0+-
18,18,0+-+-+000
18,18,0+0+-0--0
18,18,0-+0+-+--
18,18,+-0--+-+0
18,18,+-0++-0-0
18,18,00+0+0-+-
18,18,0++0+-+-0
18,18,++-+-00--
18,18,+0+++0+-0
18,18,0+-+-+0+-
18,18,++00--++0
18,18,++++-00+-
18,18,0+-0+--+0
18,18,++0--0+0-
18,18,+++--+00-
18,18,+00++-0+0
18,18,++0--+0+-
18,18,0+++-0-+0
18,18,++-+-+0+0
18,18,0++++-+00
18,18,+-00-0-+0
18,18,0--++--00
18,18,0--0+--+-
18,18,0-+-+0+-0
18,18,+-00-+000
18,18,0--+-0---
18,18,0++0+0+--
18,19,0-+++00-0
18,19,+0-++-+-0
18,19,0+-0-+-+0
18,19,0-0-+-++0
18,19,0-0+---+-
18,19,00+-+-0-0
18,19,+--+--0+0
18,19,0+++---0-
18,19,+0+-+00--
18,19,0-+++-0--
18,19,+--++-0+0
18,19,0+0-+++0-
18,19,++00-+---
18,19,00--+-+-0
18,19,0+++-+00-
18,19,++00+-0-0
18,19,+-0--++0-
18,19,+0-++00--
18,19,0++++-00-
18,19,++00--+0-
18,19,+-0-+--0-
18,19,00+++00--
18,19,+--0+-0-0
18,19,++--+00-0
18,19,+0++-++-0
18,19,00-++---0
18,19,0-0-+0+-0
18,19,+-0+-0-+-
18,19,+-0--0-+0
18,19,0+--++-0-
18,19,+-0++0+0-
18,20,++00-0--0
18,20,0---+00--
18,20,0-0++00+-
18,20,0++0+--00
18,20,0+-+-0---
18,20,+-+0-0-+0
18,20,0000+-+0-
18,20,+--0+-0+-
18,20,+-+0++0+-
18,20,0+-+-0-+-
18,20,+00-+---0
18,20,+0++-+0+0
18,20,00--+00+-
18,20,0++++0+0-
18,20,0+---00-0
18,21,+0+--+00-
18,21,+++-+-0--
18,21,0+00-+-+0
18,21,0-++++0--
18,21,+-0-++++-
18,21,0+-0+-+--
18,21,00--++00-
18,21,0+--+0-0-
18,21,+0--+00--
18,21,+00--00+0
18,21,0+0+-00--
18,21,+-+-+000-
18,22,+-0++--+0
18,22,0--0+--+0
18,22,0+0-+-++-
18,22,++-+--0+0
18,22,00++-+--0
18,24,++---0+-0
18,25,+-0--++-0
18,25,000-++++-
18,25,0+-0+++--
18,26,0++0+-0--
18,26,++0--0-+0
18,26,++-+--0-0
18,27,000++-0-0
18,27,++-+++0-0
18,29,++0+----0
19,5,0++0-+-00
19,5,+++0-00+-
19,6,0++--+-+0
19,6,+-00--0+-
19,6,0+00+--0-
19,6,0---+-++0
19,6,0+0--0-0-
19,6,00++-0+0-
19,6,++00-00+-
19,6,+0-++0+-0
19,6,++0-+0-0-
19,6,+00-+000-
19,6,+0-0+--00
19,6,+--0+--00
19,6,+-+0-+00-
19,6,+00+-+00-
19,7,0++-+000-
19,7,0+-+-+00-
19,7,+0---0++0
19,7,+-00+0-+-
19,7,0+-+-++-0
19,7,+0-0+00--
19,7,0-+0+-+0-
19,7,00+0++--0
19,7,+0+0+--00
19,7,0++++0---
19,7,++-0-+-00
19,7,+-00---00
19,8,++++-0-00
19,8,00+0+0--0
19,8,0++-+--0-
19,8,0++0+--0-
19,8,00-+-0+--
19,8,00-0+-+00
19,8,0+0-+0+-0
19,8,+0-0-0+00
19,8,+--0-0--0
19,8,+000-0-00
19,8,0-++-0000
19,8,0000+0+0-
19,8,+00+-00+0
19,8,0-++-+00-
19,8,00-0++0-0
19,8,+0+0-00-0
19,8,+--0+-0+0
19,8,0++-+00--
19,8,0-00+-00-
19,8,+-00+000-
19,8,+++0----0
19,8,0++0+0++-
19,8,0++0----0
19,8,00+0+000-
19,8,00+0+--0-
19,9,0-++-00--
19,9,0+-+-0++0
19,9,0++0---0-
19,9,+0+--0++0
19,9,000+---+0
19,9,+-+0-++00
19,9,0+-+-+-00
19,9,000+-000-
19,9,0-+++-+00
19,9,0+-+-0-+0
19,9,0000+0+--
19,9,0++-+0+-0
19,10,0++--0-+-
19,10,+000-0-+0
19,10,0-+++-000
19,10,+0-0--++0
19,10,00--+0-0-
19,10,0--++0+0-
19,10,+0+0-0++0
19,10,+0+0-0+-0
19,10,+0+0-0000
19,10,0-0-+0+--
19,10,++---0000
19,10,+0+0-0-+0
19,10,00++-00+0
19,10,0+-0+0-0-
19,10,0000+0-0-
19,11,0+0--0+--
19,11,+----+0--
19,11,++++-+0+-
19,11,0+---0+-0
19,11,0++-++00-
19,11,++----+-0
19,11,0--+-+++0
19,11,+0+-++0--
19,11,0--+++-+-
19,11,0++0+0-+-
19,11,0++++++-0
19,11,++0+-+++-
19,12,+-+0+0--0
19,12,00+-+--+0
19,12,+-++--+-0
19,12,+--0+00-0
19,12,000-+---0
19,12,0--++--+-
19,12,0-0++--+0
19,12,0+--+++--
19,12,00-0+-+-0
19,12,0-0+-0-+-
19,12,+-+++-00-
19,12,+-+-+---0
19,12,+00--++-0
19,12,0---+0---
19,13,+++-+-+-0
19,13,0--++----
19,13,0+00-++--
19,13,+--0+---0
19,13,+0--+-0+-
19,13,0+0--+-+-
19,13,0+---+++-
19,13,0+00-+-+-
19,13,++--++00-
19,13,+00-++0+-
19,13,00+0+0-0-
19,13,0+0--0--0
19,13,+-+--0000
19,13,+-0+-+---
19,14,0--0+0-+-
19,14,0---+-++-
19,14,0++--++--
